"","factions","short_name","fathername","number","region_name","totally","accepted","partly_accepted","rejected","redakciyno_accepted","others","no_conclusion"
"847","ЄС","Микола Княжицький","Леонідович","2285-д","Львівська область",184,64,19,101,0,0,0
"848","ЄС","Микола Княжицький","Леонідович","2299","Львівська область",1,0,0,1,0,0,0
"849","ЄС","Микола Княжицький","Леонідович","2521","Львівська область",3,0,0,3,0,0,0
"850","ЄС","Микола Княжицький","Леонідович","2571-д","Львівська область",5,2,2,0,1,0,0
"851","ЄС","Микола Княжицький","Леонідович","3329-д","Львівська область",8,2,0,6,0,0,0
"852","ЄС","Микола Княжицький","Леонідович","3377","Львівська область",15,6,0,3,6,0,0
"853","ЄС","Микола Княжицький","Леонідович","3438","Львівська область",1,0,0,1,0,0,0
"854","ЄС","Руслан Князевич","Петрович","1008","",36,2,0,33,1,0,0
"855","ЄС","Руслан Князевич","Петрович","1026","",8,0,8,0,0,0,0
"856","ЄС","Руслан Князевич","Петрович","1035-2","",2,0,1,1,0,0,0
"857","ЄС","Руслан Князевич","Петрович","1036-1","",8,3,2,3,0,0,0
"858","ЄС","Руслан Князевич","Петрович","1042-1","",1,1,0,0,0,0,0
"859","ЄС","Руслан Князевич","Петрович","1044-1","",3,0,0,3,0,0,0
"860","ЄС","Руслан Князевич","Петрович","1056-1","",1,0,0,1,0,0,0
"861","ЄС","Руслан Князевич","Петрович","1076","",4,0,0,4,0,0,0
"862","ЄС","Руслан Князевич","Петрович","1209-1","",2,0,0,2,0,0,0
"863","ЄС","Руслан Князевич","Петрович","1220","",41,27,0,8,6,0,0
"864","ЄС","Руслан Князевич","Петрович","2143-3","",15,15,0,0,0,0,0
"865","ЄС","Руслан Князевич","Петрович","2148","",6,0,0,6,0,0,0
"866","ЄС","Руслан Князевич","Петрович","2237","",3,0,0,3,0,0,0
"867","ЄС","Руслан Князевич","Петрович","2260","",53,6,2,44,1,0,0
"868","ЄС","Руслан Князевич","Петрович","2261","",1,0,0,1,0,0,0
"869","ЄС","Руслан Князевич","Петрович","2335","",1,1,0,0,0,0,0
"870","ЄС","Руслан Князевич","Петрович","2823","",2,0,0,2,0,0,0
"871","ЄС","Руслан Князевич","Петрович","3348","",1,1,0,0,0,0,0
"872","ЄС","Руслан Князевич","Петрович","3383","",4,0,0,4,0,0,0
"873","ЄС","Руслан Князевич","Петрович","3608","",5,0,0,5,0,0,0
"874","ЄС","Степан Кубів","Іванович","1076","",5,0,1,4,0,0,0
"875","ЄС","Степан Кубів","Іванович","1210","",3,2,0,0,1,0,0
"876","ЄС","Степан Кубів","Іванович","2047-д","",118,10,2,106,0,0,0
"877","ЄС","Андрій Лопушанський","Ярославович","1064","Львівська область",3,0,0,3,0,0,0
"878","ЄС","Андрій Лопушанський","Ярославович","2045-1","Львівська область",2,0,0,2,0,0,0
"879","ЄС","Андрій Лопушанський","Ярославович","2144","Львівська область",5,1,1,3,0,0,0
"880","ЄС","Андрій Лопушанський","Ярославович","2317","Львівська область",18,7,0,11,0,0,0
"881","ЄС","Ростислав Павленко","Миколайович","0901","",2,1,0,0,1,0,0
"882","ЄС","Ростислав Павленко","Миколайович","1059","",2,0,0,2,0,0,0
"883","ЄС","Ростислав Павленко","Миколайович","1224","",3,1,0,0,2,0,0
"884","ЄС","Ростислав Павленко","Миколайович","1225","",18,12,2,4,0,0,0
"885","ЄС","Ростислав Павленко","Миколайович","1227","",6,0,2,3,1,0,0
"886","ЄС","Ростислав Павленко","Миколайович","2045-1","",5,0,0,4,1,0,0
"887","ЄС","Ростислав Павленко","Миколайович","2116","",23,1,4,18,0,0,0
"888","ЄС","Ростислав Павленко","Миколайович","2178-10","",12,0,0,12,0,0,0
"889","ЄС","Ростислав Павленко","Миколайович","2285-д","",13,2,8,3,0,0,0
"890","ЄС","Ростислав Павленко","Миколайович","2299","",11,3,0,6,2,0,0
"891","ЄС","Андрій Парубій","Володимирович","2343","",1,1,0,0,0,0,0
"892","ЄС","Максим Саврасов","Віталійович","1076","",4,0,0,4,0,0,0
"893","ЄС","Максим Саврасов","Віталійович","2143-3","",118,23,20,72,3,0,0
"894","ЄС","Максим Саврасов","Віталійович","2178-10","",12,0,0,12,0,0,0
"895","ЄС","Максим Саврасов","Віталійович","2285-д","",5,0,0,5,0,0,0
"896","ЄС","Максим Саврасов","Віталійович","2317","",18,7,0,11,0,0,0
"897","ЄС","Олег Синютка","Михайлович","1035-2","",2,0,1,1,0,0,0
"898","ЄС","Олег Синютка","Михайлович","1036-1","",8,3,2,3,0,0,0
"899","ЄС","Олег Синютка","Михайлович","1042-1","",1,1,0,0,0,0,0
"900","ЄС","Олег Синютка","Михайлович","1043","",8,4,0,4,0,0,0
"901","ЄС","Олег Синютка","Михайлович","1044-1","",3,0,0,3,0,0,0
"902","ЄС","Олег Синютка","Михайлович","1066","",37,1,1,35,0,0,0
"903","ЄС","Олег Синютка","Михайлович","1076","",4,0,0,4,0,0,0
"904","ЄС","Олег Синютка","Михайлович","2178-10","",12,0,0,12,0,0,0
"905","ЄС","Олег Синютка","Михайлович","2317","",18,7,0,11,0,0,0
"906","ЄС","Вікторія Сюмар","Петрівна","1010","",1,0,0,1,0,0,0
"907","ЄС","Вікторія Сюмар","Петрівна","1025","",11,11,0,0,0,0,0
"908","ЄС","Вікторія Сюмар","Петрівна","1029","",7,2,0,4,0,0,1
"909","ЄС","Вікторія Сюмар","Петрівна","1031","",12,1,1,9,1,0,0
"910","ЄС","Вікторія Сюмар","Петрівна","2178-10","",13,0,0,13,0,0,0
"911","ЄС","Вікторія Сюмар","Петрівна","2521","",2,0,0,2,0,0,0
"912","ЄС","Вікторія Сюмар","Петрівна","3329-д","",8,2,0,6,0,0,0
"913","ЄС","Вікторія Сюмар","Петрівна","3438","",1,0,0,1,0,0,0
"914","ЄС","Софія Федина","Романівна","1066","",37,1,1,35,0,0,0
"915","ЄС","Софія Федина","Романівна","1076","",4,0,0,4,0,0,0
"916","ЄС","Софія Федина","Романівна","2178-10","",12,0,0,12,0,0,0
"917","ЄС","Софія Федина","Романівна","2412-д","",24,10,0,11,3,0,0
"918","ЄС","Софія Федина","Романівна","2414-д","",2,0,0,2,0,0,0
"919","ЄС","Софія Федина","Романівна","2571-д","",5,2,2,0,1,0,0
"920","ЄС","Софія Федина","Романівна","3329-д","",8,2,0,6,0,0,0
"921","ЄС","Ірина Фріз","Василівна","1031","",1,1,0,0,0,0,0
"922","ЄС","Ірина Фріз","Василівна","1032","",44,0,0,44,0,0,0
"923","ЄС","Ірина Фріз","Василівна","1066","",38,1,1,36,0,0,0
"924","ЄС","Ірина Фріз","Василівна","1076","",4,0,0,4,0,0,0
"925","ЄС","Ірина Фріз","Василівна","2143-3","",69,17,14,37,1,0,0
"926","ЄС","Ірина Фріз","Василівна","2233","",2,0,0,2,0,0,0
"927","ЄС","Ірина Фріз","Василівна","2317","",18,7,0,11,0,0,0
"928","ЄС","Ірина Фріз","Василівна","2343","",3,2,0,0,1,0,0
"929","ЄС","Ірина Фріз","Василівна","2412-д","",24,10,0,11,3,0,0
"930","ЄС","Ірина Фріз","Василівна","2414-д","",2,0,0,2,0,0,0
"931","ЄС","Ірина Фріз","Василівна","2426","",1,0,0,1,0,0,0
"932","ЄС","Ірина Фріз","Василівна","2494","",10,2,1,6,1,0,0
"933","ЄС","Ірина Фріз","Василівна","3329-д","",8,2,0,6,0,0,0
"934","ЄС","Ахтем Чийгоз","Зейтуллайович","2317","",18,7,0,11,0,0,0
"935","ЄС","Ахтем Чийгоз","Зейтуллайович","3329-д","",8,2,0,6,0,0,0
"936","ЄС","Ніна Южаніна","Петрівна","1048","",44,7,2,35,0,0,0
"937","ЄС","Ніна Южаніна","Петрівна","1053-1","",105,22,5,73,5,0,0
"938","ЄС","Ніна Южаніна","Петрівна","1072","",2,2,0,0,0,0,0
"939","ЄС","Ніна Южаніна","Петрівна","1073","",22,5,0,14,3,0,0
"940","ЄС","Ніна Южаніна","Петрівна","1085-1","",14,3,0,11,0,0,0
"941","ЄС","Ніна Южаніна","Петрівна","1209-1","",17,4,2,10,1,0,0
"942","ЄС","Ніна Южаніна","Петрівна","1210","",174,93,3,77,1,0,0
"943","ЄС","Ніна Южаніна","Петрівна","2047-д","",59,3,13,41,2,0,0
"944","ЄС","Ніна Южаніна","Петрівна","2103","",1,1,0,0,0,0,0
"945","ЄС","Ніна Южаніна","Петрівна","2179","",226,45,15,164,2,0,0
"946","ЄС","Ніна Южаніна","Петрівна","2288","",3,0,0,3,0,0,0
"947","ЄС","Ніна Южаніна","Петрівна","2300","",20,13,0,7,0,0,0
"948","ЄС","Ніна Южаніна","Петрівна","2317","",21,9,0,12,0,0,0
"949","ЄС","Ніна Южаніна","Петрівна","2318-1","",17,5,1,8,3,0,0
"950","ЄС","Ніна Южаніна","Петрівна","2524","",14,9,2,3,0,0,0
"951","ЄС","Ніна Южаніна","Петрівна","2538","",2,0,1,0,1,0,0
"952","ЄС","Ніна Южаніна","Петрівна","2539","",7,2,3,2,0,0,0
"953","ЄС","Ніна Южаніна","Петрівна","2571-д","",5,2,2,0,1,0,0
"954","ЄС","Ніна Южаніна","Петрівна","3329-д","",19,11,0,8,0,0,0
"955","ЄС","Ніна Южаніна","Петрівна","3354","",4,0,0,4,0,0,0
"956","За майбутнє","Віктор Балога","Іванович","2144","Закарпатська область",10,0,1,9,0,0,0
"957","За майбутнє","Тарас Батенко","Іванович","1029","Львівська область",7,2,0,5,0,0,0
"958","За майбутнє","Тарас Батенко","Іванович","1055-1","Львівська область",2,0,1,1,0,0,0
"959","За майбутнє","Тарас Батенко","Іванович","1059","Львівська область",3,0,0,3,0,0,0
"960","За майбутнє","Тарас Батенко","Іванович","1067-д","Львівська область",4,0,0,4,0,0,0
"961","За майбутнє","Тарас Батенко","Іванович","1109","Львівська область",1,0,0,1,0,0,0
"962","За майбутнє","Тарас Батенко","Іванович","1152-1","Львівська область",2,0,1,1,0,0,0
"963","За майбутнє","Тарас Батенко","Іванович","1197","Львівська область",1,0,0,1,0,0,0
"964","За майбутнє","Тарас Батенко","Іванович","1198","Львівська область",2,0,0,2,0,0,0
"965","За майбутнє","Тарас Батенко","Іванович","1208-2","Львівська область",8,1,3,4,0,0,0
"966","За майбутнє","Тарас Батенко","Іванович","1210","Львівська область",16,4,0,11,1,0,0
"967","За майбутнє","Тарас Батенко","Іванович","2030","Львівська область",1,0,1,0,0,0,0
"968","За майбутнє","Тарас Батенко","Іванович","2031","Львівська область",2,0,0,2,0,0,0
"969","За майбутнє","Тарас Батенко","Іванович","2042","Львівська область",6,2,0,0,4,0,0
"970","За майбутнє","Тарас Батенко","Іванович","2045-1","Львівська область",4,0,0,4,0,0,0
"971","За майбутнє","Тарас Батенко","Іванович","2077","Львівська область",6,0,4,2,0,0,0
"972","За майбутнє","Тарас Батенко","Іванович","2110","Львівська область",5,4,0,0,1,0,0
"973","За майбутнє","Тарас Батенко","Іванович","2116","Львівська область",22,2,1,18,1,0,0
"974","За майбутнє","Тарас Батенко","Іванович","2143-3","Львівська область",11,2,3,6,0,0,0
"975","За майбутнє","Тарас Батенко","Іванович","2144","Львівська область",15,1,1,13,0,0,0
"976","За майбутнє","Тарас Батенко","Іванович","2148","Львівська область",2,0,0,2,0,0,0
"977","За майбутнє","Тарас Батенко","Іванович","2166","Львівська область",1,0,0,1,0,0,0
"978","За майбутнє","Тарас Батенко","Іванович","2168","Львівська область",2,0,0,2,0,0,0
"979","За майбутнє","Тарас Батенко","Іванович","2172","Львівська область",8,6,0,2,0,0,0
"980","За майбутнє","Тарас Батенко","Іванович","2178-10","Львівська область",15,0,0,15,0,0,0
"981","За майбутнє","Тарас Батенко","Іванович","2179","Львівська область",7,3,0,4,0,0,0
"982","За майбутнє","Тарас Батенко","Іванович","2187","Львівська область",5,0,0,5,0,0,0
"983","За майбутнє","Тарас Батенко","Іванович","2189","Львівська область",1,0,0,1,0,0,0
"984","За майбутнє","Тарас Батенко","Іванович","2237","Львівська область",3,0,0,3,0,0,0
"985","За майбутнє","Тарас Батенко","Іванович","2239-1","Львівська область",7,3,0,4,0,0,0
"986","За майбутнє","Тарас Батенко","Іванович","2240","Львівська область",6,1,2,2,1,0,0
"987","За майбутнє","Тарас Батенко","Іванович","2241","Львівська область",1,0,0,1,0,0,0
"988","За майбутнє","Тарас Батенко","Іванович","2255","Львівська область",2,0,0,2,0,0,0
"989","За майбутнє","Тарас Батенко","Іванович","2258","Львівська область",2,0,0,2,0,0,0
"990","За майбутнє","Тарас Батенко","Іванович","2259","Львівська область",3,0,0,3,0,0,0
"991","За майбутнє","Тарас Батенко","Іванович","2260","Львівська область",7,0,0,7,0,0,0
"992","За майбутнє","Тарас Батенко","Іванович","2261","Львівська область",6,0,0,6,0,0,0
"993","За майбутнє","Тарас Батенко","Іванович","2275","Львівська область",7,0,0,7,0,0,0
"994","За майбутнє","Тарас Батенко","Іванович","2280","Львівська область",4,0,0,3,1,0,0
"995","За майбутнє","Тарас Батенко","Іванович","2283","Львівська область",1,0,0,1,0,0,0
"996","За майбутнє","Тарас Батенко","Іванович","2288","Львівська область",3,3,0,0,0,0,0
"997","За майбутнє","Тарас Батенко","Іванович","2299","Львівська область",13,1,2,10,0,0,0
"998","За майбутнє","Тарас Батенко","Іванович","2300","Львівська область",1,0,0,1,0,0,0
"999","За майбутнє","Тарас Батенко","Іванович","2317","Львівська область",8,0,0,8,0,0,0
"1000","За майбутнє","Тарас Батенко","Іванович","2318-1","Львівська область",12,2,0,10,0,0,0
"1001","За майбутнє","Тарас Батенко","Іванович","2335","Львівська область",3,1,0,0,2,0,0
"1002","За майбутнє","Тарас Батенко","Іванович","2343","Львівська область",5,1,1,2,1,0,0
"1003","За майбутнє","Тарас Батенко","Іванович","2370","Львівська область",4,0,0,4,0,0,0
"1004","За майбутнє","Тарас Батенко","Іванович","2379","Львівська область",2,1,0,1,0,0,0
"1005","За майбутнє","Тарас Батенко","Іванович","2390","Львівська область",1,1,0,0,0,0,0
"1006","За майбутнє","Тарас Батенко","Іванович","2398-д","Львівська область",6,0,0,6,0,0,0
"1007","За майбутнє","Тарас Батенко","Іванович","2412-д","Львівська область",6,0,0,6,0,0,0
"1008","За майбутнє","Тарас Батенко","Іванович","2414-д","Львівська область",1,0,0,1,0,0,0
"1009","За майбутнє","Тарас Батенко","Іванович","2426","Львівська область",7,7,0,0,0,0,0
"1010","За майбутнє","Тарас Батенко","Іванович","2428","Львівська область",2,0,1,1,0,0,0
"1011","За майбутнє","Тарас Батенко","Іванович","2429","Львівська область",3,0,0,1,2,0,0
"1012","За майбутнє","Тарас Батенко","Іванович","2457","Львівська область",3,0,1,1,1,0,0
"1013","За майбутнє","Тарас Батенко","Іванович","2490-1","Львівська область",8,0,1,7,0,0,0
"1014","За майбутнє","Тарас Батенко","Іванович","2492","Львівська область",2,0,0,2,0,0,0
"1015","За майбутнє","Тарас Батенко","Іванович","2494","Львівська область",20,4,5,10,1,0,0
"1016","За майбутнє","Тарас Батенко","Іванович","2524","Львівська область",1,0,0,1,0,0,0
"1017","За майбутнє","Тарас Батенко","Іванович","2538","Львівська область",1,0,0,1,0,0,0
"1018","За майбутнє","Тарас Батенко","Іванович","2539","Львівська область",1,0,0,1,0,0,0
"1019","За майбутнє","Тарас Батенко","Іванович","2653","Львівська область",2,0,1,1,0,0,0
"1020","За майбутнє","Тарас Батенко","Іванович","2823","Львівська область",1,0,0,1,0,0,0
"1021","За майбутнє","Тарас Батенко","Іванович","3297","Львівська область",2,2,0,0,0,0,0
"1022","За майбутнє","Тарас Батенко","Іванович","3322","Львівська область",2,0,0,2,0,0,0
"1023","За майбутнє","Тарас Батенко","Іванович","3329-д","Львівська область",1,1,0,0,0,0,0
"1024","За майбутнє","Тарас Батенко","Іванович","3354","Львівська область",1,0,0,1,0,0,0
"1025","За майбутнє","Тарас Батенко","Іванович","3355-1","Львівська область",7,0,0,7,0,0,0
"1026","За майбутнє","Тарас Батенко","Іванович","3377","Львівська область",2,0,0,2,0,0,0
"1027","За майбутнє","Тарас Батенко","Іванович","3438","Львівська область",1,0,0,1,0,0,0
"1028","За майбутнє","Тарас Батенко","Іванович","3608","Львівська область",1,0,0,1,0,0,0
"1029","За майбутнє","Віктор Бондар","Васильович","1009","Хмельницька область",16,0,0,14,2,0,0
"1030","За майбутнє","Віктор Бондар","Васильович","1210","Хмельницька область",26,2,1,22,1,0,0
"1031","За майбутнє","Віктор Бондар","Васильович","2047-д","Хмельницька область",61,1,0,60,0,0,0
"1032","За майбутнє","Віктор Бондар","Васильович","2179","Хмельницька область",11,6,0,5,0,0,0
"1033","За майбутнє","Віктор Бондар","Васильович","2237","Хмельницька область",5,0,0,5,0,0,0
"1034","За майбутнє","Віктор Бондар","Васильович","2275","Хмельницька область",8,3,0,5,0,0,0
"1035","За майбутнє","Віктор Бондар","Васильович","2317","Хмельницька область",8,0,0,8,0,0,0
"1036","За майбутнє","Віктор Бондар","Васильович","2571-д","Хмельницька область",20,19,0,0,1,0,0
"1037","За майбутнє","Олександр Герега","Володимирович","0863","Хмельницька область",3,2,0,0,1,0,0
"1038","За майбутнє","Олександр Герега","Володимирович","1053-1","Хмельницька область",6,1,1,4,0,0,0
"1039","За майбутнє","Олександр Герега","Володимирович","1208-2","Хмельницька область",37,33,0,0,0,0,4
"1040","За майбутнє","Олександр Герега","Володимирович","1210","Хмельницька область",71,16,4,51,0,0,0
"1041","За майбутнє","Олександр Герега","Володимирович","2047-д","Хмельницька область",3,1,0,2,0,0,0
"1042","За майбутнє","Олександр Герега","Володимирович","2172","Хмельницька область",21,0,0,21,0,0,0
"1043","За майбутнє","Ігор Гузь","Володимирович","2144","Волинська область",10,0,1,9,0,0,0
"1044","За майбутнє","Ігор Гузь","Володимирович","2255","Волинська область",50,9,19,22,0,0,0
"1045","За майбутнє","Ігор Гузь","Володимирович","2299","Волинська область",1,0,0,1,0,0,0
"1046","За майбутнє","Ярослав Дубневич","Васильович","1031","Львівська область",31,0,0,30,1,0,0
"1047","За майбутнє","Ярослав Дубневич","Васильович","1041","Львівська область",2,0,0,2,0,0,0
"1048","За майбутнє","Ярослав Дубневич","Васильович","1210","Львівська область",1,0,0,1,0,0,0
"1049","За майбутнє","Ярослав Дубневич","Васильович","2144","Львівська область",10,0,1,9,0,0,0
"1050","За майбутнє","Ярослав Дубневич","Васильович","2457","Львівська область",10,6,3,0,1,0,0
"1051","За майбутнє","Ярослав Дубневич","Васильович","2538","Львівська область",12,2,0,10,0,0,0
"1052","За майбутнє","Ярослав Дубневич","Васильович","2539","Львівська область",10,6,4,0,0,0,0
"1053","За майбутнє","Степан Івахів","Петрович","0870","Волинська область",9,9,0,0,0,0,0
"1054","За майбутнє","Степан Івахів","Петрович","0873","Волинська область",11,11,0,0,0,0,0
"1055","За майбутнє","Антон Кіссе","Іванович","1059","Одеська область",6,0,0,6,0,0,0
"1056","За майбутнє","Антон Кіссе","Іванович","2144","Одеська область",12,2,1,9,0,0,0
"1057","За майбутнє","Антон Кіссе","Іванович","2283","Одеська область",1,1,0,0,0,0,0
"1058","За майбутнє","Ігор Колихаєв","Вікторович","1208-2","Херсонська область",8,1,3,4,0,0,0
"1059","За майбутнє","Ігор Колихаєв","Вікторович","1210","Херсонська область",1,1,0,0,0,0,0
"1060","За майбутнє","Ігор Колихаєв","Вікторович","2143-3","Херсонська область",11,2,3,6,0,0,0
"1061","За майбутнє","Ігор Колихаєв","Вікторович","2144","Херсонська область",20,0,2,18,0,0,0
"1062","За майбутнє","Ігор Колихаєв","Вікторович","2178-10","Херсонська область",3,0,0,3,0,0,0
"1063","За майбутнє","Ірина Констанкевич","Мирославівна","0901","Волинська область",42,10,2,18,12,0,0
"1064","За майбутнє","Ірина Констанкевич","Мирославівна","1029","Волинська область",7,2,0,5,0,0,0
"1065","За майбутнє","Ірина Констанкевич","Мирославівна","1055-1","Волинська область",2,0,1,1,0,0,0
"1066","За майбутнє","Ірина Констанкевич","Мирославівна","1059","Волинська область",3,0,0,3,0,0,0
"1067","За майбутнє","Ірина Констанкевич","Мирославівна","1109","Волинська область",1,0,0,1,0,0,0
"1068","За майбутнє","Ірина Констанкевич","Мирославівна","1152-1","Волинська область",2,0,1,1,0,0,0
"1069","За майбутнє","Ірина Констанкевич","Мирославівна","1197","Волинська область",1,0,0,1,0,0,0
"1070","За майбутнє","Ірина Констанкевич","Мирославівна","1198","Волинська область",2,0,0,2,0,0,0
"1071","За майбутнє","Ірина Констанкевич","Мирославівна","1208-2","Волинська область",8,1,3,4,0,0,0
"1072","За майбутнє","Ірина Констанкевич","Мирославівна","1210","Волинська область",13,2,0,11,0,0,0
"1073","За майбутнє","Ірина Констанкевич","Мирославівна","2031","Волинська область",2,0,0,2,0,0,0
"1074","За майбутнє","Ірина Констанкевич","Мирославівна","2042","Волинська область",6,2,0,0,4,0,0
"1075","За майбутнє","Ірина Констанкевич","Мирославівна","2045-1","Волинська область",4,0,0,4,0,0,0
"1076","За майбутнє","Ірина Констанкевич","Мирославівна","2110","Волинська область",5,4,0,0,1,0,0
"1077","За майбутнє","Ірина Констанкевич","Мирославівна","2116","Волинська область",22,2,1,18,1,0,0
"1078","За майбутнє","Ірина Констанкевич","Мирославівна","2143-3","Волинська область",11,2,3,6,0,0,0
"1079","За майбутнє","Ірина Констанкевич","Мирославівна","2144","Волинська область",15,1,2,12,0,0,0
"1080","За майбутнє","Ірина Констанкевич","Мирославівна","2148","Волинська область",2,0,0,2,0,0,0
"1081","За майбутнє","Ірина Констанкевич","Мирославівна","2166","Волинська область",1,0,0,1,0,0,0
"1082","За майбутнє","Ірина Констанкевич","Мирославівна","2168","Волинська область",2,0,0,2,0,0,0
"1083","За майбутнє","Ірина Констанкевич","Мирославівна","2178-10","Волинська область",15,0,0,15,0,0,0
"1084","За майбутнє","Ірина Констанкевич","Мирославівна","2179","Волинська область",7,3,0,4,0,0,0
"1085","За майбутнє","Ірина Констанкевич","Мирославівна","2187","Волинська область",11,6,0,5,0,0,0
"1086","За майбутнє","Ірина Констанкевич","Мирославівна","2189","Волинська область",1,0,0,1,0,0,0
"1087","За майбутнє","Ірина Констанкевич","Мирославівна","2237","Волинська область",3,0,0,3,0,0,0
"1088","За майбутнє","Ірина Констанкевич","Мирославівна","2239-1","Волинська область",7,3,0,4,0,0,0
"1089","За майбутнє","Ірина Констанкевич","Мирославівна","2240","Волинська область",6,1,2,2,1,0,0
"1090","За майбутнє","Ірина Констанкевич","Мирославівна","2255","Волинська область",52,9,19,24,0,0,0
"1091","За майбутнє","Ірина Констанкевич","Мирославівна","2258","Волинська область",2,0,0,2,0,0,0
"1092","За майбутнє","Ірина Констанкевич","Мирославівна","2259","Волинська область",3,0,0,3,0,0,0
"1093","За майбутнє","Ірина Констанкевич","Мирославівна","2261","Волинська область",6,0,0,6,0,0,0
"1094","За майбутнє","Ірина Констанкевич","Мирославівна","2275","Волинська область",7,0,0,7,0,0,0
"1095","За майбутнє","Ірина Констанкевич","Мирославівна","2283","Волинська область",1,0,0,1,0,0,0
"1096","За майбутнє","Ірина Констанкевич","Мирославівна","2288","Волинська область",3,3,0,0,0,0,0
"1097","За майбутнє","Ірина Констанкевич","Мирославівна","2299","Волинська область",15,1,2,12,0,0,0
"1098","За майбутнє","Ірина Констанкевич","Мирославівна","2317","Волинська область",8,0,0,8,0,0,0
"1099","За майбутнє","Ірина Констанкевич","Мирославівна","2318-1","Волинська область",13,3,0,10,0,0,0
"1100","За майбутнє","Ірина Констанкевич","Мирославівна","2335","Волинська область",3,1,0,0,2,0,0
"1101","За майбутнє","Ірина Констанкевич","Мирославівна","2343","Волинська область",5,1,1,2,1,0,0
"1102","За майбутнє","Ірина Констанкевич","Мирославівна","2426","Волинська область",7,7,0,0,0,0,0
"1103","За майбутнє","Ірина Констанкевич","Мирославівна","2428","Волинська область",2,0,1,1,0,0,0
"1104","За майбутнє","Ірина Констанкевич","Мирославівна","2457","Волинська область",3,0,1,1,1,0,0
"1105","За майбутнє","Ірина Констанкевич","Мирославівна","2490-1","Волинська область",8,0,1,7,0,0,0
"1106","За майбутнє","Ірина Констанкевич","Мирославівна","2494","Волинська область",20,4,5,10,1,0,0
"1107","За майбутнє","Ірина Констанкевич","Мирославівна","2653","Волинська область",2,0,1,1,0,0,0
"1108","За майбутнє","Сергій Лабазюк","Петрович","0856","Хмельницька область",29,13,1,2,13,0,0
"1109","За майбутнє","Сергій Лабазюк","Петрович","1046","Хмельницька область",11,2,0,8,1,0,0
"1110","За майбутнє","Сергій Лабазюк","Петрович","1053-1","Хмельницька область",61,4,0,57,0,0,0
"1111","За майбутнє","Сергій Лабазюк","Петрович","1076","Хмельницька область",18,0,3,15,0,0,0
"1112","За майбутнє","Сергій Лабазюк","Петрович","2148","Хмельницька область",6,0,0,6,0,0,0
"1113","За майбутнє","Сергій Лабазюк","Петрович","2178-10","Хмельницька область",4,0,0,4,0,0,0
"1114","За майбутнє","Сергій Лабазюк","Петрович","2299","Хмельницька область",3,0,0,3,0,0,0
"1115","За майбутнє","Сергій Лабазюк","Петрович","2428","Хмельницька область",2,0,0,2,0,0,0
"1116","За майбутнє","Сергій Лабазюк","Петрович","2456","Хмельницька область",1,0,0,1,0,0,0
"1117","За майбутнє","Сергій Лабазюк","Петрович","2653","Хмельницька область",3,0,1,2,0,0,0
"1118","За майбутнє","Сергій Лабазюк","Петрович","3132","Хмельницька область",9,0,0,9,0,0,0
"1119","За майбутнє","Дмитро Лубінець","Валерійович","0934","Донецька область",2,2,0,0,0,0,0
"1120","За майбутнє","Дмитро Лубінець","Валерійович","0941","Донецька область",3,3,0,0,0,0,0
"1121","За майбутнє","Дмитро Лубінець","Валерійович","1009","Донецька область",34,2,2,22,8,0,0
"1122","За майбутнє","Дмитро Лубінець","Валерійович","1043","Донецька область",2,0,1,1,0,0,0
"1123","За майбутнє","Дмитро Лубінець","Валерійович","1065","Донецька область",2,1,1,0,0,0,0
"1124","За майбутнє","Дмитро Лубінець","Валерійович","1066","Донецька область",4,0,1,2,1,0,0
"1125","За майбутнє","Дмитро Лубінець","Валерійович","1109","Донецька область",2,0,0,2,0,0,0
"1126","За майбутнє","Дмитро Лубінець","Валерійович","2143-3","Донецька область",13,3,2,7,1,0,0
"1127","За майбутнє","Дмитро Лубінець","Валерійович","2178-10","Донецька область",6,0,0,6,0,0,0
"1128","За майбутнє","Дмитро Лубінець","Валерійович","2335","Донецька область",24,24,0,0,0,0,0
"1129","За майбутнє","Дмитро Лубінець","Валерійович","2343","Донецька область",2,1,0,1,0,0,0
"1130","За майбутнє","Дмитро Лубінець","Валерійович","2398-д","Донецька область",104,6,25,65,8,0,0
"1131","За майбутнє","Дмитро Лубінець","Валерійович","2412-д","Донецька область",12,0,2,6,4,0,0
"1132","За майбутнє","Дмитро Лубінець","Валерійович","2414-д","Донецька область",1,0,0,1,0,0,0
"1133","За майбутнє","Віктор М'ялик","Ничипорович","0931","Рівненська область",1,0,0,1,0,0,0
"1134","За майбутнє","Віктор М'ялик","Ничипорович","1208-2","Рівненська область",8,1,3,4,0,0,0
"1135","За майбутнє","Віктор М'ялик","Ничипорович","2143-3","Рівненська область",11,2,3,6,0,0,0
"1136","За майбутнє","Віктор М'ялик","Ничипорович","2144","Рівненська область",10,0,1,9,0,0,0
"1137","За майбутнє","Сергій Мінько","Анатолійович","1220","Запорізька область",49,25,2,8,14,0,0
"1138","За майбутнє","Сергій Мінько","Анатолійович","2030","Запорізька область",7,2,0,5,0,0,0
"1139","За майбутнє","Сергій Мінько","Анатолійович","2042","Запорізька область",24,8,0,16,0,0,0
"1140","За майбутнє","Сергій Мінько","Анатолійович","2144","Запорізька область",20,0,2,18,0,0,0
"1141","За майбутнє","Сергій Мінько","Анатолійович","2178-10","Запорізька область",1,0,0,1,0,0,0
